id_cliente,nombre,tipo,segmento,ciudad,pais,email,fecha_alta,edad
C30254,Amílcar Campoy Jurado,Persona,Regular,Bilbao,España,rocio45@example.net,2020-11-04,30.0
C30255,Jorge Bastidas Torres,Persona,Regular,Medellín,Colombia,james98@example.com,2022-02-27,32.0
C30256,Zachary Washington,Persona,Friends Plus,Barcelona,España,aguileracarla@example.org,2020-10-20,23.0
C30257,Petrona Campos-Menéndez,Persona,Friends Plus,Austin,Estados Unidos,alvarosanchez@example.com,2020-08-08,53.0
C30258,Cynthia Hernandez,Persona,Friends Plus,Monterrey,México,susanduarte@example.net,2024-09-27,39.0
C30259,Jenna Collins,Anónimo,Anónimo,Bilbao,España,,2024-01-03,
C30260,Michelle Wright,Persona,Regular,Buenos Aires,Argentina,alonsosamaniego@example.com,2021-01-19,19.0
C30261,Jon Romero,Persona,Regular,Monterrey,México,rorozco@example.com,2023-09-25,38.0
C30262,Diana Rocha,Persona,Friends Plus,Guadalajara,México,perezadriana@example.org,2020-08-22,39.0
C30263,James Torres,Persona,Regular,Querétaro ,México,juan33@example.org,2021-11-20,50.0
C30264,María Elizabeth Murcia Ordóñez,Persona,Regular,LOS ÁNGELES,Estados Unidos,victoriagomez@example.com,2020-02-15,23.0
C30265,Arthur Arellano,Persona,Regular,Córdoba,Argentina,tracyheath@example.org,2023-03-26,49.0
C30266,Camilo Álvarez Álvarez,Persona,Friends Plus,Mendoza,Argentina,vfolch@example.com,2023-09-17,18.0
C30267,Ramiro Tapia Palacios,Persona,Friends Plus, Bilbao,España,mirnadia@example.com,2024-01-15,56.0
C30268,Angélica Gil Suárez,Persona,Regular,Barcelona,España,darioaramburu@example.org,2025-03-06,51.0
C30269,Natalia Soto,Persona,Friends Plus,Bogotá,Colombia,alvaleticia@example.net,2024-08-29,49.0
C30270,Feliciano Infante Heras,Persona,Regular,Miami,Estados Unidos,miriam14@example.com,2021-04-05,18.0
C30271,Débora Delgado,Anónimo,Anónimo,BOSTON,Estados Unidos,,2021-12-29,
C30272,Justin Harrington,Persona,Regular,Barranquilla,Colombia,ovaldez@example.net,2021-05-27,33.0
C30273,Sra. Hilda Solano,Persona,Regular,Bogotá,Colombia,salamancajeferson@example.net,2021-11-26,38.0
C30274,Katherine Davis,Persona,Regular,QUERÉTARO,México,espiridion56@example.com,2021-08-17,59.0
C30275,Ing. José Luis Pelayo,Persona,Friends Plus,Barcelona,España,sevillanohernando@example.org,2022-03-05,49.0
C30276,Srita. Lorena Baca,Persona,Regular,Cartagena,Colombia,paulacrespo@example.com,2024-08-21,52.0
C30277,Mayorga-Gálvez,Empresa,Corporativo,Barranquilla,Colombia,karlapizarro@laboratorios.net,2021-07-24,38.0
C30278,David Lopez,Persona,Regular,Mendoza,Argentina,marywoodward@example.org,2021-03-19,49.0
C30279,Alejandro Correa Toledo,Persona,Friends Plus,Seattle,Estados Unidos,karen85@example.org,2021-05-31,32.0
C30280,Marleny Ramírez,Persona,Regular,Boston,Estados Unidos,brenda73@example.net,2023-12-12,37.0
C30281,Ingrid Barragán,Persona,Regular,Chicago,Estados Unidos,navarropaola@example.com,2023-06-22,60.0
C30282,Nadia Arroyo Merino,Anónimo,Anónimo,Bilbao,España,,2023-06-27,
C30283,"Cruz, Romero and Muñoz",Empresa,Corporativo,Miami ,Estados Unidos,ayoung@snyder.net,2022-11-02,47.0
C30284,Anselma de Pastor,Anónimo,Anónimo, Valencia,España,,2021-08-24,
C30285,Óscar Alonso Gurule,Persona,Regular,MADRID,España,yulianauribe@example.com,2021-03-06,60.0
C30286,Patricia Lopez,Persona,Regular,Sevilla,España,yorozco@example.org,2023-12-26,19.0
C30287,Marisol Tirado Véliz,Persona,Friends Plus,MENDOZA,Argentina,hernandezleroy@example.net,2022-04-29,51.0
C30288,Ana Antonia Palacios Pinto,Persona,Regular,Rosario,Argentina,rivaslilia@example.org,2021-02-12,24.0
C30289,Jorge Luis Héctor Posada,Persona,Friends Plus,Boston,Estados Unidos,rvargas@example.org,2023-01-18,59.0
C30290,José Manuél Gómez Quintero,Persona,Friends Plus,Sevilla,España,bjauregui@example.net,2021-03-09,62.0
C30291,Timoteo Loya Loera,Persona,Regular,San Francisco,Estados Unidos,fcastro@example.org,2022-06-07,56.0
C30292,Adolfo Marino Ruiz,Persona,Friends Plus,Nueva York ,Estados Unidos,sierrapatricia@example.org,2023-06-23,27.0
C30293,Sra. Arcelia Ibarra,Persona,Friends Plus,CHICAGO,Estados Unidos,jesus55@example.org,2025-03-25,39.0
C30294,Luis Manuel Reynaldo Galván,Persona,Regular,Medellín,Colombia,mirandaamanda@example.net,2022-07-22,28.0
C30295,Estrella del Esparza,Persona,Regular,Miami,Estados Unidos,isabela02@example.com,2022-08-02,60.0
C30296,Eladio Méndez Cabrero,Anónimo,Anónimo,Barcelona,España,,2023-02-09,
C30297,Amy Mora,Persona,Regular, Mérida,México,michelle27@example.com,2021-01-10,24.0
C30298,Salvador Zeferino Rojo,Persona,Friends Plus,Los Ángeles,Estados Unidos,ediaz@example.com,2024-11-01,28.0
C30299,Despacho Rivas S.Coop.,Empresa,Corporativo,Miami,Estados Unidos,toledomiguel@alvarez-sosa.info,2021-11-10,41.0
C30300,Alvarado and Sons,Empresa,Corporativo,Sevilla,España,mauro43@cavazos-munguia.com,2021-07-02,51.0
C30301,Lucho Valdés Valentín,Persona,Friends Plus,Mendoza,Argentina,zreyes@example.com,2022-07-02,60.0
C30302,Carla Deleon,Persona,Friends Plus,Cali,Colombia,handerson@example.com,2020-03-10,22.0
C30303,Marisol Serna Garcés,Persona,Regular,Bilbao,España,saturninamontenegro@example.org,2024-02-04,24.0
C30304,Dominique Terry,Persona,Regular,Chicago,Estados Unidos,margaret00@example.org,2021-08-26,53.0
C30305,Omar Grant,Persona,Friends Plus,Madrid,España,barrerapatricia@example.org,2025-01-20,22.0
C30306,Manufacturas FG S.A.,Empresa,Corporativo,Sevilla,España,ruizrobert@chandler.biz,2021-07-27,55.0
C30307,Silvio del Miralles,Persona,Friends Plus,Cancún,México,escamillaesther@example.org,2021-08-19,31.0
C30308,Carmen Quintero Acosta,Persona,Regular,Cartagena,Colombia,alexis40@example.com,2021-07-15,29.0
C30309,Roxana del Santamaria,Persona,Regular,Monterrey,México,deliatrujillo@example.org,2020-09-13,62.0
C30310,Manuel Priego Alfonso,Persona,Regular,Querétaro,México,luisagutierrez@example.com,2023-06-15,36.0
C30311,Minerva Mercedes Nava,Persona,Regular,Miami,Estados Unidos,obahena@example.com,2023-09-26,44.0
C30312,Miguel Wilson Vargas,Anónimo,Anónimo,Córdoba,Argentina,,2020-05-26,
C30313,Marcelino Saturnino Seco Ros,Anónimo,Anónimo,Ciudad de México,México,,2023-01-27,
C30314,"Harper, Wilson and Reed",Empresa,Corporativo,Monterrey,México,anthony75@thompson-price.com,2021-09-22,51.0
C30315,Jennifer King,Persona,Regular,Ciudad de México,México,qantunez@example.net,2024-02-05,56.0
C30316,Banco Merino S.Coop.,Empresa,Corporativo,Seattle,Estados Unidos,szapata@rojas.info,2022-02-24,39.0
C30317,Ronald Finley,Persona,Regular,Mendoza,Argentina,ovazquez@example.com,2020-03-04,36.0
C30318,Octavio Nicolás Collado Armas,Persona,Regular,Boston,Estados Unidos,nydiarodriguez@example.net,2020-10-31,35.0
C30319,Gladys María Camacho Suárez,Persona,Regular,Ciudad de México,México,carolina83@example.net,2020-02-18,37.0
C30320,Valentina María Rubio,Persona,Regular, Chicago,Estados Unidos,selena00@example.com,2022-02-09,64.0
C30321,Mónica Molina Giraldo,Persona,Regular,Chicago,Estados Unidos,cabanillaspio@example.org,2022-01-09,18.0
C30322,Gerardo Carlos Uribe Balderas,Persona,Regular,Mérida,México,shelley73@example.com,2021-03-06,19.0
C30323,Luis Salazar Correa,Persona,Regular,Ciudad de Mexico,México,barbaravalladares@example.org,2020-10-24,53.0
C30324,"Ross, Fitzgerald and Miller",Empresa,Corporativo,Chicago,Estados Unidos,ysaavedra@laboratorios.com,2020-11-01,46.0
C30325,Calixta Jurado Ramón,Persona,Friends Plus,Nueva York,Estados Unidos,mauriciotoro@example.net,2025-02-23,31.0
C30326,Cristian Salvador Alcala Rodríquez,Persona,Friends Plus,Seattle,Estados Unidos,imoss@example.net,2021-04-18,54.0
C30327,Juan Quintero Vargas,Anónimo,Anónimo,Cali,Colombia,,2023-11-10,
C30328,"García, Henao and Pérez",Empresa,Corporativo,Bogotá,Colombia,margaretsmith@harris.com,2021-03-30,27.0
C30329,Dayana Caicedo,Persona,Regular,Valencia,España,eleuterioguerrero@example.org,2024-01-22,51.0
C30330,Augusto Paulo Ortiz Gómez,Anónimo,Anónimo,Sevilla,España,,2024-08-06,
C30331,Emily Simpson,Persona,Regular,Guadalajara,México,augusto09@example.com,2021-12-04,43.0
C30332,Jessica Jordan,Persona,Regular,Cancún,México,preciadoandres@example.org,2022-05-10,43.0
C30333,Melissa Black,Anónimo,Anónimo,San Francisco ,Estados Unidos,,2025-04-13,
C30334,Gloria Sánchez,Persona,Regular,San Francisco,Estados Unidos,cmojica@example.org,2021-04-29,48.0
C30335,Sr. Joaquín Gaitán,Persona,Regular,Cartagena,Colombia,carl83@example.com,2020-04-18,50.0
C30336,Ramón de Español,Persona,Regular,Madrid,España,ggonzalez@example.com,2022-02-22,37.0
C30337,Concepción Lourdes Prieto Anaya,Persona,Friends Plus,Miami,Estados Unidos,manuela06@example.org,2022-02-20,42.0
C30338,Patricia Astrid Guzmán Zapata,Anónimo,Anónimo,Sevilla,España,,2024-05-27,
C30339,Felipe Salas,Persona,Friends Plus,Chicago,Estados Unidos,erasmo56@example.com,2023-04-02,45.0
C30340,Srita. Tania Monroy,Persona,Regular,Bogotá,Colombia,johannamartinez@example.com,2020-03-18,45.0
C30341,Marisol Tamez,Anónimo,Anónimo,SEVILLA,España,,2020-11-16,
C30342,Itzel Paredes,Persona,Regular,Barranquilla,Colombia,gloria25@example.org,2025-05-21,64.0
C30343,Ignacio Castrillón,Persona,Regular,San Francisco,Estados Unidos,qjulia@example.net,2022-07-31,62.0
C30344,Gustavo Romero,Persona,Regular,Querétaro,México,nelly30@example.org,2020-03-24,27.0
C30345,Vito Vigil Galan,Persona,Regular,Cancún,México,spuerta@example.net,2023-02-27,39.0
C30346,Lori Gibson,Anónimo,Anónimo,Ciudad de México,México,,2020-12-29,
C30347,Quique Palma,Persona,Friends Plus,Nueva York,Estados Unidos,torrecillaantonio@example.com,2023-04-09,60.0
C30348,Ing. Rufino Cantú,Persona,Regular,Querétaro,México,ubermudez@example.net,2024-02-18,48.0
C30349,María Nayeli Delgado,Anónimo,Anónimo,Seattle,Estados Unidos,,2022-04-11,
C30350,John Romero,Anónimo,Anónimo,Cali,Colombia,,2020-12-21,
C30351,Leocadio Guzman Casal,Persona,Regular,San Francisco,Estados Unidos,javier04@example.net,2022-02-01,56.0
C30352,Thomas Myers,Persona,Friends Plus,Buenos Aires,Argentina,eugenia15@example.org,2021-12-30,53.0
C30353,Maricela Luna Tapia,Persona,Regular,Madrid,España,adela78@example.com,2024-12-22,64.0
C30354,Citlali Pilar Rivero,Anónimo,Anónimo,Nueva York,Estados Unidos,,2020-10-20,
C30355,Laboratorios Sauceda y Pantoja,Empresa,Corporativo,Buenos Aires,Argentina,maria86@marin.com,2023-02-02,35.0
C30356,Miguel Vigil Escobar,Anónimo,Anónimo,Bilbao,España,,2020-12-20,
C30357,Marisela Becerra Guillen,Persona,Regular,Nueva York ,Estados Unidos,lopezcecilia@example.net,2022-07-21,23.0
C30358,Abraham Pedro Mojica,Persona,Friends Plus,Rosario,Argentina,carolyngomez@example.com,2021-07-29,57.0
C30359,Alexandra Paula Ariza,Persona,Regular,Boston,Estados Unidos,jenniferstewart@example.com,2022-11-20,45.0
C30360,Gloria Socorro Arroyo,Persona,Friends Plus,Barranquilla,Colombia,melchor48@example.com,2023-02-13,51.0
C30361,Gastón Jose Manuel Guerra Córdoba,Persona,Regular,Chicago,Estados Unidos,esteban55@example.org,2021-12-03,50.0
C30362,Andrés López Monsalve,Persona,Friends Plus,Bilbao,España,kgonzalez@example.com,2021-09-01,26.0
C30363,Tracey Campos,Persona,Regular,Bogotá,Colombia,antonio16@example.net,2020-02-14,37.0
C30364,Benito Barragán Pérez,Persona,Regular,Madrid,España,almaleal@example.org,2020-01-12,46.0
C30365,Maribel Cazorla Monreal,Persona,Friends Plus,Los Ángeles,Estados Unidos,joseph05@example.com,2023-12-18,56.0
C30366,Patricia Allen,Persona,Regular,Guadalajara,México,aidacarvajal@example.net,2022-12-15,55.0
C30367,María Eugenia Hidalgo de la Torre,Anónimo,Anónimo,Cartagena,Colombia,,2021-10-18,
C30368,Genoveva Tamayo Bustamante,Persona,Regular,Boston,Estados Unidos,manuel19@example.org,2021-07-13,47.0
C30369,Matthew Baker,Persona,Regular,San Francisco,Estados Unidos,belen71@example.net,2022-12-06,29.0
C30370,James Moon,Persona,Regular,San Francisco,Estados Unidos,elizabethwilcox@example.net,2025-05-03,29.0
C30371,Javier Guerrero Giraldo,Anónimo,Anónimo,Valencia,España,,2021-03-11,
C30372,Patricia Gil,Persona,Regular,Córdoba,Argentina,gaymelinda@example.com,2025-05-24,51.0
C30373,Primitivo Murcia-Llanos,Persona,Regular,Seattle,Estados Unidos,qpadilla@example.org,2024-10-20,25.0
C30374,José Ángel Cisneros-Uría,Persona,Regular,Boston,Estados Unidos,de-la-oguillermo@example.org,2020-06-22,25.0
C30375,Ing. Victoria Verduzco,Persona,Friends Plus,Monterrey ,México,gina65@example.com,2020-01-02,49.0
C30376,Pascual Toledo-Campoy,Persona,Friends Plus,Barranquilla,Colombia,ahernandez@example.org,2020-08-30,46.0
C30377,David Beltrán Torres,Persona,Regular,Guadalajara,México,cesarsuarez@example.org,2024-01-02,39.0
C30378,Sr. Julio César Castañeda,Persona,Regular,Buenos Aires,Argentina,petersdeborah@example.org,2020-03-09,43.0
C30379,Orlando Arrieta,Persona,Regular,San Francisco,Estados Unidos,susan95@example.org,2020-07-19,52.0
C30380,Mónica Julia López,Persona,Friends Plus,Seattle,Estados Unidos,kristythomas@example.com,2021-09-02,49.0
C30381,Gracia-Valverde,Empresa,Corporativo,San Francisco,Estados Unidos,xpalau@marin.com,2021-11-12,42.0
C30382,Barbara Teresa Fernández,Persona,Regular,Córdoba,Argentina,aolaya@example.org,2024-02-05,36.0
C30383,Maritza González,Persona,Regular,Seattle,Estados Unidos,fbravo@example.net,2023-10-10,40.0
C30384,Dra. Yuridia Suárez,Persona,Regular,Buenos Aires,Argentina,coffeyalexander@example.com,2022-08-14,64.0
C30385,"Vargas, Díaz and Velandia",Empresa,Corporativo,Cali,Colombia,zoeolivo@galvez-pizarro.com,2020-06-06,34.0
C30386,Andrés Julio Romero Pérez,Persona,Regular,Buenos Aires,Argentina,jaimesteresa@example.org,2020-08-04,25.0
C30387,Julián William Posada,Persona,Regular,Rosario,Argentina,manuelrivero@example.com,2022-01-04,37.0
C30388,Loida Valentina Gálvez Mateu,Persona,Regular,Córdoba,Argentina,loribird@example.net,2023-05-28,38.0
C30389,Débora Ayala Ríos,Anónimo,Anónimo, Monterrey,México,,2024-04-21,
C30390,Misty Mosley,Anónimo,Anónimo,Buenos Aires,Argentina,,2023-08-13,
C30391,Alberto Baldomero Vives Vives,Persona,Regular,Medellín,Colombia,khartman@example.org,2020-12-03,30.0
C30392,Marvin Underwood,Anónimo,Anónimo,Medellín,Colombia,,2020-09-28,
C30393,Esteban Clemente Gaytán Olmos,Persona,Regular,Querétaro,México,hward@example.net,2024-04-28,57.0
C30394,Fernando José Vásquez,Persona,Regular,Austin,Estados Unidos,barrazarufino@example.com,2022-06-18,31.0
C30395,María Rodríguez Silva,Anónimo,Anónimo,Barranquilla,Colombia,,2020-05-28,
C30396,Epifanio de Larrañaga,Persona,Regular,Madrid,España,dgimenez@example.net,2020-03-01,54.0
C30397,Jacinta Nogueira Vaquero,Persona,Regular,Valencia,España,karinarojas@example.com,2024-03-21,40.0
C30398,Samantha Brown,Anónimo,Anónimo,Mérida,México,,2021-10-14,
C30399,Deisy María Arango Torres,Anónimo,Anónimo,Querétaro,México,,2022-08-05,
C30400,Víctor Alberto Serrano Gómez,Persona,Regular,Mendoza,Argentina,eduardobarrios@example.com,2025-03-12,47.0
C30401,Ing. María Gamboa,Persona,Friends Plus,Bilbao,España,hpinto@example.com,2023-07-30,38.0
C30402,Sherry Powers,Anónimo,Anónimo,Rosario,Argentina,,2024-08-24,
C30403,Brandon Heath,Persona,Regular,Cancún,México,adamediana@example.org,2022-08-24,36.0
C30404,Febe Beltran Llobet,Persona,Friends Plus,Mendoza,Argentina,geronimode-la-rosa@example.net,2025-04-17,64.0
C30405,Xiomara Ponce,Persona,Regular,NUEVA YORK,Estados Unidos,casemiro89@example.net,2020-02-29,45.0
C30406,Ramiro de Guerra,Persona,Regular,Bilbao ,España,piedadmuniz@example.org,2021-02-27,59.0
C30407,Robert Marshall,Persona,Regular,Nueva York,Estados Unidos,lutzmargaret@example.net,2024-05-14,53.0
C30408,Alberto Federico Pérez Pérez,Persona,Regular,Cali,Colombia,zoraidamartinez@example.net,2022-01-01,31.0
C30409,Mónica Sánchez,Persona,Regular,Bogota,Colombia,xmata@example.com,2023-02-04,47.0
C30410,Smith-Powell,Empresa,Corporativo,Barranquilla,Colombia,arteagalinda@zelaya.biz,2021-12-02,56.0
C30411,Janeth Arrieta,Anónimo,Anónimo,Medellín,Colombia,,2024-08-25,
C30412,Tom Figueroa,Persona,Friends Plus,Valencia,España,zabalayessica@example.com,2024-06-09,39.0
C30413,Diego Jerónimo Caraballo Fernández,Persona,Friends Plus,Barcelona,España,bcasanovas@example.org,2024-02-13,27.0
C30414,Patricia Gamboa Restrepo,Persona,Regular,Guadalajara,México,sortiz@example.org,2024-12-06,28.0
C30415,"Perez, Gardner and Solomon",Empresa,Corporativo,Seattle,Estados Unidos,jennifer53@maldonado-mercado.com,2021-01-09,27.0
C30416,Alexander Chapman,Persona,Regular,Cali,Colombia,hermelinda57@example.com,2023-08-24,61.0
C30417,Orlando Edgar Valencia Vargas,Persona,Friends Plus,Guadalajara,México,nelson91@example.net,2020-07-07,33.0
C30418,Marcela Mata Montenegro,Persona,Regular,Valencia,España,burnskayla@example.com,2024-04-14,54.0
C30419,Andrés Codina Salazar,Anónimo,Anónimo,Austin,Estados Unidos,,2021-12-21,
C30420,Ing. Cornelio Orta,Persona,Friends Plus,Valencia,España,jodichambers@example.net,2021-06-26,47.0
C30421,Arturo Óliver Cotto,Persona,Friends Plus,Valencia,España,celso67@example.com,2024-10-18,63.0
C30422,Isaías Nuñez,Anónimo,Anónimo,Córdoba,Argentina,,2023-06-07,
C30423,Andrea Inés Gutiérrez Cardona,Persona,Friends Plus,Barcelona,España,maria-del-carmenbaro@example.com,2023-06-28,44.0
C30424,Jeremías Marquez,Persona,Friends Plus,Barcelona,España,xpowell@example.org,2021-07-12,60.0
C30425,Guillermo Araujo Palma S.Coop.,Empresa,Corporativo,Querétaro,México,apons@gonzalez.org,2024-12-23,37.0
C30426,José Sebastián Gutiérrez Mesa,Anónimo,Anónimo,Monterrey ,México,,2024-06-19,
C30427,Aitana Villalonga Carlos,Persona,Regular,Guadalajara,México,morrowrobert@example.net,2021-06-08,24.0
C30428,Monica Meyers,Persona,Friends Plus,Rosario,Argentina,wilman85@example.com,2020-05-29,29.0
C30429,Heather Jensen,Persona,Regular,Valencia,España,cesarerazo@example.org,2024-06-18,64.0
C30430,Dra. Gabriela de la Rosa,Persona,Regular,Buenos Aires,Argentina,muleteustaquio@example.org,2024-06-28,32.0
C30431,Seve Andres Navarrete,Anónimo,Anónimo,Sevilla,España,,2025-01-19,
C30432,Clayton White,Persona,Regular,Cali,Colombia,martimontserrat@example.net,2021-10-20,32.0
C30433,Smith and Sons,Empresa,Corporativo,Buenos Aires,Argentina,edgar27@torres-bastidas.com,2023-10-18,42.0
C30434,Sue Molina,Persona,Regular,Boston,Estados Unidos,qjackson@example.net,2021-11-03,60.0
C30435,Ceferino Cerezo Abad,Persona,Friends Plus,Cartagena ,Colombia,michelle01@example.net,2024-11-11,54.0
C30436,Severiano Peña Anglada,Persona,Friends Plus,Bilbao,España,david56@example.org,2020-01-27,24.0
C30437,Yvonne Archer,Persona,Regular,Madrid,España,rojaswilliam@example.net,2023-04-18,54.0
C30438,Teresa Ortiz,Persona,Regular,Monterrey,México,michaelfisher@example.net,2024-07-22,42.0
C30439,Regina Galvez Cortes,Persona,Regular,Chicago,Estados Unidos,brisenoirma@example.com,2024-01-28,61.0
C30440,Basilio del Salvà,Persona,Friends Plus, Medellín,Colombia,pedro24@example.org,2025-02-08,34.0
C30441,Natalia Reyes Loya,Persona,Friends Plus,Cali,Colombia,maria-fernandabejarano@example.org,2022-04-11,60.0
C30442,Casemiro Morillo-Padilla,Persona,Regular,Medellín,Colombia,soniareyes@example.net,2020-04-20,28.0
C30443,Michael Beck,Persona,Regular,Nueva York,Estados Unidos,barrymorris@example.com,2022-01-23,50.0
C30444,Dulce Georgina Ybarra,Persona,Friends Plus,Madrid,España,ydalmau@example.com,2021-12-20,33.0
C30445,Andrés Reynaldo Osorio,Persona,Regular,Medellín,Colombia,cristal33@example.net,2022-05-22,54.0
